userid,ad1,ad2,ad3,ad4,ad5
1264,0,0,0,1,1
1265,1,NaN,1,0,1
1266,0,0,1,0,0
1267,1,0,0,1,0
1268,0,0,1,NaN,1
1269,1,0,0,1,0
1270,0,1,1,1,0
1271,1,NaN,0,0,1
1272,1,1,1,NaN,0
1273,1,0,1,1,0
1274,1,0,1,1,1
1275,0,0,0,NaN,0
1276,0,0,1,1,0
1277,1,0,1,1,0
1278,1,0,1,NaN,0
1279,1,1,1,NaN,1
1280,0,NaN,0,0,1
1281,0,0,0,1,1
1282,1,1,1,NaN,0
1283,1,1,0,NaN,1
1284,0,NaN,1,1,1
1285,0,NaN,1,NaN,1
1286,0,1,0,NaN,0
1287,0,1,1,NaN,1
1288,1,1,1,NaN,1
1289,0,NaN,1,0,0
1290,0,1,0,NaN,1
1291,1,NaN,0,0,0
1292,0,1,0,0,0
1293,0,NaN,0,1,0
1294,0,1,0,NaN,0
1295,1,0,0,0,0
1296,0,0,1,1,1
1297,0,0,1,0,0
1298,1,NaN,1,1,0
1299,0,NaN,1,0,1
1300,0,1,1,NaN,1
1301,0,0,1,0,1
1302,0,1,0,NaN,0
1303,0,0,0,NaN,0
1304,0,1,1,NaN,0
1305,0,1,0,NaN,1
1306,0,0,1,1,1
1307,0,1,0,NaN,1
1308,0,1,0,NaN,0
1309,0,NaN,0,NaN,0
1310,1,1,0,0,0
1311,1,1,1,NaN,1
1312,0,0,1,1,1
1313,1,0,0,1,1
1314,1,NaN,0,NaN,1
1315,1,NaN,0,0,1
1316,1,NaN,1,NaN,0
1317,0,NaN,1,0,1
1318,1,1,1,0,0
1319,0,0,0,NaN,1
1320,0,0,0,1,0
1321,1,NaN,0,0,0
1322,0,NaN,0,0,1
1323,0,0,0,NaN,1
1324,1,NaN,1,0,1
1325,0,1,0,1,1
1326,1,NaN,1,0,1
1327,1,NaN,1,0,1
1328,1,0,1,1,0
1329,1,0,0,NaN,0
1330,1,0,1,NaN,0
1331,0,NaN,0,1,0
1332,1,NaN,1,0,0
1333,0,0,0,NaN,1
1334,1,0,0,0,1
1335,1,1,0,1,0
1336,0,1,1,0,1
1337,0,NaN,0,1,1
1338,0,1,1,0,0
1339,0,1,0,NaN,0
1340,1,NaN,0,1,0
1341,0,NaN,1,0,0
1342,1,1,1,1,1
1343,1,1,0,NaN,0
1344,0,1,0,NaN,1
1345,0,NaN,0,0,1
1346,0,0,1,NaN,1
1347,1,1,0,1,0
1348,0,NaN,0,1,0
1349,0,0,1,1,1
1350,0,1,1,0,0
1351,1,0,0,0,1
1352,0,NaN,1,0,0
1353,1,NaN,0,1,1
1354,1,NaN,1,NaN,0
1355,0,0,0,0,1
1356,0,1,1,0,0
1357,0,0,1,1,0
1358,1,1,1,NaN,0
1359,1,0,0,NaN,1
1360,1,NaN,1,NaN,1
1361,0,NaN,0,0,1
1362,1,NaN,1,0,1
1363,1,NaN,1,0,0
1364,1,NaN,0,1,1
1365,0,NaN,1,1,1
1366,1,0,0,1,0
1367,0,0,0,0,0
1368,0,1,0,0,0
1369,0,NaN,1,0,1
1370,1,1,1,1,0
1371,1,1,0,0,0
1372,0,1,1,1,0
1373,0,1,0,NaN,0
1374,0,NaN,1,0,1
1375,1,0,1,0,0
1376,1,NaN,0,1,0
1377,1,0,0,1,1
1378,0,1,0,0,1
1379,0,1,1,0,0
1380,1,1,1,0,1
1381,0,1,0,NaN,1
1382,0,0,1,1,0
1383,0,NaN,1,NaN,1
1384,1,1,1,0,1
1385,1,0,1,1,0
1386,1,1,1,0,0
1387,0,1,1,1,1
1388,1,1,1,NaN,1
1389,1,1,0,1,1
1390,1,NaN,0,1,0
1391,0,0,1,0,1
1392,0,1,0,1,0
1393,0,1,1,NaN,1
1394,0,NaN,1,0,1
1395,1,0,1,1,0
1396,1,1,1,0,1
1397,1,0,0,1,0
1398,1,NaN,0,1,1
1399,0,0,1,1,0
1400,0,1,1,NaN,1
1401,1,1,1,NaN,1
1402,0,NaN,1,NaN,0
1403,1,1,0,NaN,0
1404,1,NaN,1,1,1
1405,0,1,0,NaN,1
1406,0,0,0,NaN,0
1407,0,0,1,0,1
1408,1,0,1,1,0
1409,1,1,1,0,0
1410,1,0,0,0,0
1411,1,1,0,1,1
1412,1,1,0,0,0
1413,1,0,1,NaN,1
1414,1,1,0,1,1
1415,0,1,1,NaN,0
1416,1,NaN,1,NaN,0
1417,1,1,1,1,0
1418,0,0,0,0,0
1419,0,1,1,1,0
1420,1,NaN,0,1,1
1421,1,NaN,1,NaN,0
1422,0,NaN,0,0,0
1423,1,0,1,1,1
1424,1,1,1,1,0
1425,0,0,1,0,1
1426,1,1,1,NaN,1
1427,1,0,0,1,0
1428,0,0,0,0,0
1429,0,NaN,0,NaN,1
1430,1,1,0,NaN,1
1431,1,1,0,0,1
1432,0,0,0,1,1
1433,0,0,1,0,1
1434,1,NaN,1,1,1
1435,0,0,1,NaN,0
1436,0,NaN,0,0,0
1437,0,NaN,1,NaN,0
1438,1,1,0,1,1
1439,0,0,0,NaN,1
1440,0,NaN,1,NaN,1
1441,1,NaN,0,0,0
1442,1,0,0,NaN,1
1443,1,0,1,1,1
1444,1,0,1,NaN,0
1445,1,NaN,0,NaN,0
1446,1,1,0,0,1
1447,0,NaN,1,NaN,0
1448,0,0,1,1,0
1449,0,NaN,0,NaN,1
1450,0,0,1,NaN,1
1451,1,1,0,1,0
1452,0,NaN,1,NaN,0
1453,0,0,0,NaN,1
1454,0,1,1,NaN,1
1455,0,0,0,NaN,1
1456,1,NaN,1,NaN,1
1457,1,NaN,0,1,0
1458,0,0,0,0,0
1459,0,0,0,NaN,1
1460,0,0,1,NaN,0
1461,1,0,0,1,0
1462,0,1,0,NaN,1
1463,1,NaN,0,NaN,1
1464,0,1,1,1,0
1465,1,1,1,NaN,0
1466,1,1,1,NaN,0
1467,0,0,0,NaN,0
1468,0,1,1,1,0
1469,1,1,0,NaN,0
1470,1,NaN,1,NaN,1
1471,1,NaN,0,NaN,0
1472,1,NaN,0,0,0
1473,0,1,1,0,1
1474,1,0,0,NaN,0
1475,1,NaN,1,NaN,1
1476,0,0,1,1,1
1477,0,NaN,0,NaN,0
1478,0,NaN,0,1,0
1479,0,1,1,1,1
1480,1,0,1,NaN,0
1481,1,1,0,NaN,1
1482,1,0,0,1,1
1483,1,1,0,0,1
1484,1,NaN,0,0,1
1485,0,1,1,NaN,1
1486,0,0,1,0,1
1487,1,1,0,NaN,0
1488,0,0,0,NaN,1
1489,0,0,1,1,0
1490,1,NaN,0,NaN,0
1491,0,0,1,1,0
1492,1,1,1,1,0
1493,0,1,1,1,1
1494,1,0,0,1,0
1495,0,1,0,NaN,1
1496,0,1,0,1,0
1497,1,NaN,0,1,0
1498,0,1,1,0,0
1499,1,1,0,1,0
1500,1,1,0,1,1
1501,0,NaN,1,0,0
1502,0,NaN,1,1,1
1503,0,0,1,1,1
1504,0,NaN,0,1,1
1505,0,0,0,0,0
1506,0,1,0,1,0
1507,0,1,0,NaN,0
1508,0,NaN,1,0,0
1509,0,1,0,1,1
1510,0,1,1,NaN,0
1511,0,0,0,1,1
1512,1,1,1,NaN,0
1513,1,0,0,NaN,0
1514,0,0,1,NaN,1
1515,1,0,0,NaN,1
1516,0,NaN,1,NaN,0
1517,0,NaN,1,1,1
1518,1,1,1,1,1
1519,1,NaN,1,0,1
1520,0,NaN,0,NaN,1
1521,0,1,0,1,1
1522,0,NaN,0,0,1
1523,1,1,1,0,0
1524,1,0,0,1,1
1525,1,NaN,1,NaN,0
1526,0,NaN,1,0,1
1527,1,1,0,1,1
1528,0,NaN,0,1,0
1529,0,0,1,NaN,1
1530,1,NaN,1,NaN,0
1531,0,0,0,NaN,1
1532,1,0,0,1,0
1533,0,NaN,0,1,1
1534,0,NaN,0,1,0
1535,1,NaN,1,NaN,1
1536,1,1,0,NaN,1
1537,0,NaN,1,NaN,0
1538,0,NaN,1,NaN,1
1539,0,0,1,0,1
1540,0,0,0,1,1
1541,0,0,0,0,0
1542,1,0,1,1,1
1543,0,NaN,1,1,0
1544,0,1,0,NaN,0
1545,1,1,0,0,0
1546,0,1,0,1,0
1547,0,1,1,1,0
1548,0,NaN,0,1,0
1549,0,0,1,0,1
1550,1,0,1,1,1
1551,0,NaN,1,0,0
1552,0,0,1,0,0
1553,0,NaN,0,0,1
1554,1,NaN,1,0,0
1555,1,NaN,1,0,1
1556,0,0,0,NaN,0
1557,0,1,1,1,1
1558,0,NaN,1,1,1
1559,1,1,0,1,0
1560,0,NaN,0,0,1
1561,1,0,0,0,0
1562,1,1,0,0,1
1563,0,1,0,0,0
1564,1,0,1,1,0
1565,1,1,1,NaN,0
1566,0,NaN,0,1,1
1567,1,0,1,1,1
1568,0,NaN,0,0,1
1569,0,NaN,1,NaN,0
1570,0,1,0,1,1
1571,0,0,0,NaN,0
1572,0,0,1,1,0
1573,0,1,1,0,0
1574,0,1,1,0,1
1575,0,0,1,1,1
1576,1,NaN,1,1,1
1577,1,1,0,1,0
1578,1,NaN,1,NaN,1
1579,0,1,0,0,1
1580,0,1,1,1,0
1581,0,NaN,0,1,0
1582,0,0,1,1,1
1583,1,NaN,1,1,0
1584,1,NaN,1,1,1
1585,1,1,0,0,0
1586,0,NaN,0,0,1
1587,0,1,1,1,0
1588,1,NaN,0,0,1
1589,0,NaN,1,0,1
1590,1,0,1,1,1
1591,0,0,0,1,0
1592,1,NaN,1,NaN,0
1593,0,0,1,1,1
1594,1,0,0,1,0
1595,1,0,0,NaN,1
1596,0,0,0,0,1
1597,0,0,1,0,1
1598,0,0,0,1,1
1599,0,1,0,0,1
1600,0,1,1,NaN,1
1601,1,0,1,NaN,1
1602,1,0,0,0,0
1603,0,1,1,1,0
1604,0,0,0,1,0
1605,1,NaN,1,1,0
1606,0,NaN,1,1,0
1607,1,1,1,NaN,1
1608,1,0,1,0,1
1609,0,1,0,1,0
1610,1,1,0,1,0
1611,0,1,0,1,1
1612,0,1,1,1,0
1613,1,0,0,1,0
1614,1,NaN,1,1,1
1615,0,1,0,NaN,0
1616,0,NaN,0,1,1
1617,0,1,1,1,0
1618,0,0,1,NaN,0
1619,1,NaN,0,0,0
1620,1,NaN,1,1,1
1621,1,NaN,0,0,0
1622,1,1,0,NaN,1
1623,1,NaN,0,NaN,0
1624,1,1,0,1,0
1625,0,NaN,0,1,0
1626,1,NaN,1,1,1
1627,0,NaN,0,NaN,0
1628,0,NaN,1,1,1
1629,1,NaN,0,0,0
1630,0,0,1,1,0
1631,0,0,1,0,0
1632,0,0,1,0,0
1633,0,0,1,0,1
1634,0,1,1,0,1
1635,1,NaN,0,0,0
1636,1,1,1,NaN,1
1637,1,NaN,1,0,1
1638,1,NaN,1,0,1
1639,0,0,1,0,0
1640,0,NaN,0,1,0
1641,0,0,1,NaN,0
1642,0,0,1,NaN,1
1643,0,0,1,NaN,1
1644,1,0,1,1,1
1645,0,0,1,0,1
1646,0,1,0,0,1
1647,0,NaN,1,0,0
1648,0,NaN,0,0,1
1649,0,0,1,1,0
1650,0,0,0,1,1
1651,0,0,1,1,0
1652,0,1,1,NaN,0
1653,1,NaN,1,NaN,1
1654,1,1,0,0,0
1655,0,0,1,1,0
1656,1,NaN,0,1,0
1657,1,NaN,1,1,1
1658,0,NaN,0,0,0
1659,1,0,0,NaN,0
1660,1,NaN,1,1,0
1661,1,NaN,0,0,0
1662,1,1,0,0,1
1663,0,1,0,1,0
1664,0,1,0,1,1
1665,1,NaN,1,0,0
1666,1,1,0,0,0
1667,1,0,1,NaN,1
1668,1,0,1,1,0
1669,1,0,0,NaN,1
1670,1,1,1,0,0
1671,0,0,0,NaN,1
1672,0,1,0,0,0
1673,0,NaN,1,1,0
1674,0,1,1,1,0
1675,1,NaN,1,1,0
1676,0,1,1,NaN,0
1677,1,0,1,NaN,1
1678,1,NaN,1,0,1
1679,0,1,1,1,0
1680,1,NaN,1,0,0
1681,1,0,0,1,0
1682,0,NaN,0,NaN,0
1683,0,0,0,0,0
1684,1,NaN,1,1,0
1685,0,NaN,0,NaN,1
1686,0,0,1,0,1
1687,1,1,0,NaN,0
1688,1,1,1,NaN,0
1689,0,1,1,1,1
1690,1,1,1,0,1
1691,1,NaN,1,0,1
1692,0,NaN,1,1,0
1693,0,NaN,1,0,1
1694,0,0,1,0,1
1695,0,0,1,0,0
1696,1,0,0,0,0
1697,0,0,1,1,1
1698,1,1,0,0,0
1699,1,0,1,1,1
1700,0,0,1,NaN,0
1701,0,NaN,1,NaN,1
1702,0,NaN,1,0,1
1703,0,1,1,NaN,0
1704,1,NaN,1,NaN,1
1705,0,NaN,0,0,0
1706,1,1,0,0,0
1707,1,1,0,0,1
1708,0,1,1,0,1
1709,0,NaN,0,1,1
1710,1,NaN,1,NaN,0
1711,0,NaN,1,0,1
1712,1,NaN,0,0,1
1713,0,NaN,0,NaN,0
1714,0,NaN,1,NaN,1
1715,0,1,0,1,1
1716,0,0,0,0,1
1717,0,NaN,1,1,0
1718,0,0,1,0,0
1719,0,0,1,0,1
1720,0,0,0,NaN,1
1721,1,1,1,NaN,0
1722,1,NaN,1,1,1
1723,0,1,1,1,1
1724,1,1,1,1,0
1725,0,1,0,NaN,0
1726,1,1,1,0,0
1727,1,NaN,1,NaN,0
1728,1,0,0,NaN,1
1729,1,NaN,0,0,0
1730,0,1,1,NaN,0
1731,1,1,1,NaN,0
1732,1,NaN,0,1,0
1733,0,0,1,NaN,1
1734,1,NaN,0,0,0
1735,0,NaN,1,NaN,0
1736,1,0,1,0,1
1737,0,1,1,1,1
1738,0,0,0,0,0
1739,1,0,0,0,0
1740,0,NaN,1,NaN,0
1741,0,1,0,NaN,0
1742,1,1,1,1,1
1743,0,0,1,1,0
1744,1,0,1,NaN,1
1745,0,NaN,1,NaN,0
1746,1,0,0,NaN,0
1747,1,0,1,0,1
1748,0,NaN,0,0,0
1749,0,0,1,0,0
1750,0,NaN,0,NaN,0
1751,1,0,0,NaN,0
1752,0,NaN,1,1,1
1753,0,0,1,1,0
1754,1,0,0,NaN,1
1755,1,1,0,1,0
1756,1,0,1,NaN,0
1757,0,NaN,0,0,1
1758,1,0,1,NaN,0
1759,1,0,1,1,0
1760,1,0,0,1,0
1761,0,1,1,0,1
1762,1,0,0,NaN,1
1763,0,1,1,NaN,0
1764,0,1,0,0,1
1765,1,NaN,1,NaN,0
1766,1,1,0,1,0
1767,1,0,0,NaN,0
1768,0,NaN,1,0,1
1769,1,0,0,NaN,0
1770,1,0,1,1,1
1771,0,1,1,1,0
1772,1,0,0,NaN,0
1773,1,1,1,1,0
1774,1,0,1,0,0
1775,0,NaN,1,NaN,1
1776,0,0,1,0,0
1777,1,NaN,1,1,1
1778,0,1,1,0,1
1779,0,NaN,0,0,1
1780,1,NaN,1,1,0
1781,0,1,0,1,0
1782,1,NaN,1,0,0
1783,0,NaN,0,NaN,0
1784,1,NaN,0,0,1
1785,1,1,0,1,1
1786,1,1,0,1,1
1787,1,1,1,1,0
1788,0,NaN,0,1,0
1789,0,1,1,0,0
1790,0,1,0,NaN,0
1791,0,0,0,0,0
1792,1,0,1,NaN,0
1793,0,1,1,1,0
1794,0,1,1,1,1
1795,0,1,0,0,0
1796,0,1,1,0,1
1797,1,NaN,0,0,0
1798,0,1,1,1,1
1799,1,NaN,1,1,1
1800,0,1,0,1,1
1801,1,NaN,1,0,1
1802,1,1,1,1,1
1803,0,0,1,NaN,0
1804,1,NaN,0,1,0
1805,0,NaN,1,1,1
1806,0,0,0,NaN,0
1807,0,0,1,0,0
1808,1,1,1,1,0
1809,1,0,0,NaN,1
1810,1,1,0,NaN,1
1811,0,0,1,1,1
1812,1,0,1,NaN,1
1813,1,0,0,NaN,0
1814,1,1,1,0,0
1815,0,0,0,NaN,1
1816,0,NaN,0,NaN,1
1817,1,0,0,NaN,1
1818,0,NaN,1,1,1
1819,0,0,1,NaN,0
1820,0,0,0,1,1
1821,0,0,0,1,1
1822,0,0,1,NaN,0
1823,1,NaN,0,NaN,1
1824,1,NaN,0,NaN,0
1825,1,1,1,0,1
1826,0,1,1,NaN,1
1827,0,NaN,1,NaN,0
1828,0,0,0,0,0
1829,0,NaN,1,1,1
1830,1,NaN,1,0,1
1831,1,NaN,1,NaN,0
1832,1,NaN,1,1,1
1833,1,0,1,NaN,1
1834,0,1,1,1,1
1835,0,NaN,1,0,1
1836,0,NaN,1,NaN,0
1837,1,1,0,0,0
1838,1,0,0,NaN,1
1839,0,1,1,NaN,0
1840,1,NaN,0,0,1
1841,0,0,1,NaN,0
1842,0,NaN,0,NaN,1
1843,1,NaN,1,1,0
1844,1,0,1,1,0
1845,1,0,0,1,0
1846,0,1,1,1,1
1847,0,0,1,1,0
1848,0,1,1,0,1
1849,0,1,1,NaN,1
1850,0,1,1,NaN,0
1851,1,0,0,1,1
1852,1,1,1,1,0
1853,0,1,0,0,0
1854,1,NaN,1,1,0
1855,1,0,1,NaN,1
1856,1,1,1,0,1
1857,0,1,0,NaN,1
1858,1,1,0,1,0
1859,1,1,0,NaN,1
1860,0,NaN,0,1,1
1861,0,NaN,0,1,1
1862,1,1,0,1,0
1863,1,0,0,0,1
1864,0,0,1,0,0
1865,1,0,1,1,0
1866,0,1,1,NaN,0
1867,0,0,0,1,0
1868,1,NaN,1,0,1
1869,0,NaN,1,1,1
1870,0,0,0,0,1
1871,0,1,1,0,1
1872,1,1,0,1,1
1873,1,0,1,0,1
1874,0,1,1,NaN,1
1875,0,0,0,1,0
1876,0,NaN,0,1,1
1877,1,0,1,1,1
1878,0,NaN,0,NaN,0
1879,0,0,0,1,0
1880,0,NaN,1,0,1
1881,0,NaN,1,1,1
1882,0,0,0,1,0
1883,0,1,1,1,0
1884,0,NaN,1,1,0
1885,1,1,1,1,0
1886,0,0,0,NaN,1
1887,1,0,1,1,0
1888,1,NaN,0,NaN,0
1889,0,0,0,1,1
1890,0,1,0,0,0
1891,0,1,1,NaN,1
1892,0,0,0,NaN,1
1893,0,1,1,1,1
1894,0,NaN,1,NaN,0
1895,1,1,0,NaN,0
1896,0,1,0,NaN,0
1897,1,1,0,1,0
1898,1,NaN,1,1,1
1899,0,1,0,1,1
1900,1,0,0,NaN,0
1901,1,0,0,1,0
1902,0,0,1,0,0
1903,0,NaN,1,0,0
1904,0,NaN,1,NaN,0
1905,0,NaN,0,0,0
1906,1,NaN,0,NaN,1
1907,1,NaN,0,0,1
1908,1,0,1,0,0
1909,1,0,0,NaN,1
1910,0,0,0,NaN,1
1911,0,NaN,0,NaN,1
1912,1,NaN,1,1,1
1913,1,1,1,0,0
1914,0,1,1,1,1
1915,1,0,0,NaN,0
1916,0,0,1,0,0
1917,1,1,1,1,0
1918,1,0,0,1,0
1919,1,1,0,NaN,1
1920,1,NaN,1,0,0
1921,1,1,0,0,0
1922,0,NaN,0,NaN,1
1923,0,1,1,NaN,0
1924,1,1,0,0,1
1925,0,0,0,0,1
1926,1,0,0,0,1
1927,0,0,1,NaN,0
1928,0,NaN,1,0,1
1929,0,0,1,NaN,1
1930,0,0,0,0,1
1931,1,1,0,1,1
1932,0,0,0,1,0
1933,0,1,1,NaN,1
1934,1,1,1,NaN,1
1935,0,NaN,0,0,0
1936,0,NaN,0,1,1
1937,1,0,1,1,0
1938,1,NaN,1,1,1
1939,0,1,1,NaN,1
1940,0,NaN,0,1,1
1941,1,NaN,0,1,1
1942,1,NaN,0,0,1
1943,1,NaN,1,NaN,0
1944,0,NaN,1,1,0
1945,0,NaN,0,0,0
1946,1,1,0,NaN,1
1947,1,0,1,1,0
1948,0,0,1,1,0
1949,0,NaN,1,1,0
1950,1,0,0,1,0
1951,0,0,0,0,1
1952,1,NaN,1,NaN,0
1953,1,NaN,1,0,1
1954,1,NaN,1,0,1
1955,0,0,0,NaN,0
1956,1,0,1,1,1
1957,1,0,0,NaN,1
1958,0,NaN,0,0,0
1959,0,0,0,0,0
1960,0,1,0,NaN,0
1961,1,NaN,0,1,1
1962,0,1,1,0,1
1963,0,1,0,0,1
1964,0,0,0,NaN,0
1965,0,1,0,NaN,1
1966,1,0,1,NaN,0
1967,1,0,1,1,0
1968,1,0,0,NaN,0
1969,0,0,0,1,0
1970,1,1,0,1,0
1971,1,0,0,0,0
1972,1,1,1,1,1
1973,0,1,0,0,1
1974,1,0,1,1,0
1975,0,1,0,0,0
1976,1,1,0,0,1
1977,1,1,0,0,1
1978,0,NaN,0,NaN,0
1979,0,0,1,NaN,1
1980,1,NaN,1,NaN,0
1981,0,1,0,1,1
1982,0,0,0,0,0
1983,1,NaN,1,NaN,1
1984,0,1,1,1,0
1985,1,0,1,NaN,0
1986,0,1,1,NaN,0
1987,1,NaN,0,NaN,0
1988,0,0,0,NaN,0
1989,0,1,0,NaN,1
1990,1,0,1,1,0
1991,0,NaN,0,NaN,0
1992,0,NaN,1,NaN,1
1993,1,0,0,1,0
1994,1,0,0,0,1
1995,0,0,1,0,0
1996,1,NaN,1,1,0
1997,0,0,0,0,1
1998,1,0,1,NaN,1
1999,1,1,0,0,0
2000,1,0,1,0,1
2001,1,NaN,0,1,1
2002,1,1,1,0,1
2003,0,0,1,0,0
2004,1,NaN,0,1,0
2005,1,1,1,1,0
2006,0,NaN,1,0,0
2007,0,0,1,1,1
2008,0,1,0,NaN,0
2009,0,0,1,NaN,1
2010,1,NaN,0,NaN,0
2011,0,1,0,NaN,0
2012,1,1,1,0,0
2013,1,0,1,1,0
2014,1,NaN,0,NaN,1
2015,0,0,0,0,0
2016,0,1,0,NaN,0
2017,1,0,1,0,0
2018,1,1,1,1,1
2019,0,NaN,1,0,1
2020,1,1,0,0,1
2021,1,1,1,1,0
2022,0,0,0,1,0
2023,1,1,1,0,1
2024,1,0,1,0,0
2025,1,0,0,NaN,1
2026,0,0,0,NaN,1
2027,1,1,0,NaN,0
2028,0,1,0,0,1
2029,1,0,1,0,0
2030,1,0,1,1,1
2031,1,1,1,1,0
2032,1,0,1,NaN,0
2033,0,NaN,0,1,1
2034,1,0,0,0,0
2035,0,1,0,0,1
2036,1,NaN,0,1,0
2037,0,NaN,1,NaN,1
2038,1,1,1,NaN,0
2039,0,0,1,0,0
2040,1,1,0,0,0
2041,1,0,0,0,1
2042,0,NaN,1,NaN,0
2043,1,0,1,0,1
2044,1,1,0,0,0
2045,0,0,1,NaN,0
2046,1,0,0,1,1
2047,1,0,0,1,0
2048,0,1,0,0,0
2049,1,0,1,1,1
2050,0,NaN,0,1,1
2051,1,1,1,NaN,1
2052,1,NaN,1,1,0
2053,1,NaN,0,1,1
2054,1,1,0,1,1
2055,1,NaN,1,1,1
2056,1,1,0,1,1
2057,0,0,0,0,0
2058,0,NaN,1,1,1
2059,0,0,0,1,0
2060,1,NaN,1,1,1
2061,1,1,0,0,1
2062,0,NaN,1,NaN,0
2063,1,NaN,1,0,0
2064,0,0,1,NaN,1
2065,0,NaN,0,NaN,1
2066,1,NaN,0,0,1
2067,1,0,1,0,1
2068,0,0,1,NaN,0
2069,0,NaN,1,0,0
2070,1,1,0,0,1
2071,1,1,0,1,1
2072,0,0,0,0,1
2073,1,NaN,0,0,1
2074,1,0,0,NaN,1
2075,1,1,0,1,0
2076,0,0,0,NaN,1
2077,1,1,1,NaN,1
2078,0,0,1,0,0
2079,0,1,0,1,1
2080,0,1,1,1,1
2081,1,NaN,0,NaN,0
2082,1,0,1,1,1
2083,0,NaN,0,1,1
2084,0,0,1,1,1
2085,0,NaN,1,0,0
2086,1,0,1,1,1
2087,1,0,1,NaN,0
2088,0,NaN,1,1,1
2089,1,0,1,1,1
2090,0,1,1,NaN,0
2091,0,NaN,0,1,1
2092,0,NaN,0,NaN,1
2093,1,1,0,NaN,0
2094,1,0,0,NaN,1
2095,1,NaN,1,1,1
2096,1,1,0,NaN,0
2097,0,1,1,1,0
2098,0,NaN,0,NaN,0
2099,1,1,0,0,1
2100,1,NaN,0,0,1
2101,0,0,1,1,1
2102,1,1,1,NaN,1
2103,0,0,1,1,0
2104,1,NaN,0,0,0
2105,1,0,1,0,1
2106,0,NaN,0,NaN,1
2107,0,0,0,1,1
2108,1,1,0,NaN,0
2109,1,0,1,1,1
2110,0,NaN,0,1,1
2111,1,0,0,1,1
2112,0,1,1,NaN,1
2113,1,NaN,0,NaN,0
2114,1,NaN,1,NaN,1
2115,1,0,1,0,1
2116,0,1,0,NaN,0
2117,0,1,1,0,1
2118,1,1,1,1,0
2119,1,1,0,NaN,1
2120,0,1,0,0,1
2121,0,NaN,1,0,0
2122,1,1,0,1,0
2123,1,1,1,0,1
2124,0,NaN,1,1,0
2125,0,NaN,0,0,1
2126,1,NaN,0,0,1
2127,0,NaN,0,1,0
2128,1,0,1,0,0
2129,1,0,1,NaN,1
2130,1,0,0,0,0
2131,1,0,0,NaN,0
2132,0,0,0,0,0
2133,0,0,0,1,0
2134,1,0,0,0,0
2135,0,1,1,0,0
2136,0,0,0,NaN,1
2137,1,NaN,1,NaN,1
2138,0,NaN,0,0,1
2139,1,1,1,NaN,1
2140,0,1,1,NaN,0
2141,1,NaN,0,NaN,1
2142,1,1,1,NaN,0
2143,0,NaN,0,1,1
2144,0,NaN,0,NaN,1
2145,1,NaN,1,0,0
2146,0,0,0,0,0
2147,1,1,0,1,1
2148,1,1,1,NaN,0
2149,1,0,0,0,0
2150,1,0,0,1,0
2151,1,0,0,1,1
2152,0,NaN,1,NaN,0
2153,0,0,0,NaN,0
2154,1,0,1,NaN,1
2155,1,0,1,0,1
2156,1,1,1,0,0
2157,1,1,1,0,1
2158,0,NaN,0,1,1
2159,0,0,0,NaN,1
2160,1,0,0,0,1
2161,1,NaN,0,NaN,1
2162,1,1,0,1,1
2163,1,0,1,0,1
2164,0,1,1,0,1
2165,1,1,1,0,0
2166,0,0,0,0,0
2167,1,0,1,1,1
2168,1,0,0,NaN,1
2169,0,NaN,0,1,1
2170,1,NaN,1,NaN,1
2171,0,0,1,1,0
2172,1,1,0,0,1
2173,0,NaN,0,1,0
2174,0,0,1,1,1
2175,0,1,1,1,1
2176,1,NaN,1,NaN,0
2177,1,NaN,0,0,1
2178,0,NaN,0,0,0
2179,1,1,1,1,0
2180,1,NaN,1,0,1
2181,1,0,0,0,1
2182,1,0,1,1,1
2183,1,1,0,0,1
2184,1,NaN,0,1,0
2185,0,NaN,0,0,1
2186,1,1,1,0,1
2187,1,1,0,0,1
2188,1,1,1,NaN,0
2189,1,NaN,1,NaN,1
2190,0,1,0,NaN,1
2191,0,NaN,1,0,1
2192,1,NaN,0,NaN,0
2193,0,1,0,0,1
2194,0,0,1,1,1
2195,1,NaN,1,1,1
2196,1,0,0,NaN,1
2197,0,1,0,NaN,0
2198,1,0,1,1,1
2199,1,1,0,NaN,1
2200,1,NaN,1,NaN,0
2201,0,0,1,1,0
2202,0,NaN,0,NaN,0
2203,1,0,1,NaN,1
2204,0,1,1,NaN,1
2205,0,NaN,1,NaN,1
2206,1,0,0,1,0
2207,0,NaN,0,0,0
2208,1,0,1,0,1
2209,1,NaN,0,NaN,1
2210,0,0,1,0,0
2211,1,1,0,1,1
2212,1,NaN,0,1,0
2213,1,NaN,0,1,0
2214,0,1,0,0,1
2215,1,0,1,1,1
2216,0,0,1,NaN,1
2217,1,1,0,0,1
2218,0,0,1,1,0
2219,1,NaN,0,0,1
2220,1,0,0,1,1
2221,1,NaN,0,0,0
2222,0,0,1,1,0
2223,1,NaN,0,NaN,0
2224,1,NaN,0,0,1
2225,0,0,1,1,0
2226,0,NaN,0,1,1
2227,0,0,0,0,1
2228,0,1,1,0,1
2229,0,NaN,1,NaN,0
2230,1,NaN,0,0,0
2231,1,0,1,NaN,0
2232,0,0,1,1,1
2233,0,0,1,0,1
2234,1,0,0,1,1
2235,1,NaN,0,0,1
2236,1,1,1,1,1
2237,0,0,1,1,0
2238,1,NaN,1,1,0
2239,1,1,0,0,0
